C	V	Word	Previous	Next	Lemma	ESN	Role	Morphology
3	3	βάλλομεν		,	βάλλω	G09060	V	IPA1,,P,
3	3	εἰς			εἰς	G15190	P	,,,,A,,,
3	3	τὸ			ὁ	G35880	RD	,,,ANS,
3	3	πείθεσθαι			πείθω	G39820	V	NPP,,,,,
3	3	αὐτοὺς			αὐτός	G08460	RP	,,3AMP,
3	3	ἡμῖν		,	ἐγώ	G14730	RP	,,1D,P,
3	3	καὶ			καί	G25320	D	,,,,,,,,
3	3	ὅλον			ὅλος	G36500	EQ	,,,ANS,
3	3	τὸ			ὁ	G35880	EA	,,,ANS,
3	3	σῶμα			σῶμα	G49830	N	,,,,ANS,
3	3	αὐτῶν			αὐτός	G08460	RP	,,3GMP,
3	3	μετάγομεν		.	μετάγω	G33290	V	IPA1,,P,
3	4	ἰδοὺ		,	ὁράω	G37080	IDMAA2	,S,
3	4	καὶ			καί	G25320	D	,,,,,,,,
3	4	τὰ			ὁ	G35880	EA	,,,NNP,
3	4	πλοῖα		,	πλοῖον	G41430	N	,,,,NNP,
3	4	τηλικαῦτα			τηλικοῦτος	G50820	ED	,,,NNP,
3	4	ὄντα		,	εἰμί	G15100	V	PPA,NNP,
3	4	καὶ			καί	G25320	CC	,,,,,,,
3	4	ὑπὸ			ὑπό	G52590	P	,,,,G,,,
3	4	ἀνέμων			ἄνεμος	G04170	N	,,,,GMP,
3	4	σκληρῶν			σκληρός	G46420	AA	,,,GMP,
3	4	ἐλαυνόμενα		,	ἐλαύνω	G16430	V	PPP,NNP,
3	4	μετάγεται			μετάγω	G33290	V	IPP3,,S,
3	4	ὑπὸ			ὑπό	G52590	P	,,,,G,,,
3	4	ἐλαχίστου			ἐλάχιστος	G16460	AA	,,,GNSS
3	4	πηδαλίου		,	πηδάλιον	G40790	N	,,,,GNS,
3	4	ὅπου			ὅπου	G36990	CS	,,,,,,,
3	4	ἡ			ὁ	G35880	EA	,,,NFS,
3	4	ὁρμὴ			ὁρμή	G37300	N	,,,,NFS,
3	4	τοῦ			ὁ	G35880	RD	,,,GMS,
3	4	εὐθύνοντος			εὐθύνω	G21160	V	PPA,GMS,
3	4	βούλεται		.	βούλομαι	G10140	V	IPM3,,S,
3	5	οὕτως			οὕτως	G37790	D	,,,,,,,,
3	5	καὶ			καί	G25320	D	,,,,,,,,
3	5	ἡ			ὁ	G35880	EA	,,,NFS,
3	5	γλῶσσα			γλῶσσα	G11000	N	,,,,NFS,
3	5	μικρὸν			μικρός	G33980	AA	,,,NNS,
3	5	μέλος			μέλος	G31960	N	,,,,NNS,
3	5	ἐστὶν		,	εἰμί	G15100	V	IPA3,,S,
3	5	καὶ			καί	G25320	CC	,,,,,,,
3	5	μεγάλα			μέγας	G31730	NS	,,,ANP,
3	5	αὐχεῖ		.	αὐχέω	G08495	V	IPA3,,S,
3	5	ἰδοὺ		,	ὁράω	G37080	IDMAA2	,S,
3	5	ἡλίκον			ἡλίκος	G22450	ED	,,,NNS,
3	5	πῦρ		,	πῦρ	G44420	N	,,,,NNS,
3	5	ἡλίκην			ἡλίκος	G22450	ED	,,,AFS,
3	5	ὕλην			ὕλη	G52080	N	,,,,AFS,
3	5	ἀνάπτει		.	ἀνάπτω	G03810	V	IPA3,,S,
3	6	καὶ			καί	G25320	CC	,,,,,,,
3	6	ἡ			ὁ	G35880	EA	,,,NFS,
3	6	γλῶσσα			γλῶσσα	G11000	N	,,,,NFS,
3	6	πῦρ		,	πῦρ	G44420	N	,,,,NNS,
3	6	ὁ			ὁ	G35880	EA	,,,NMS,
3	6	κόσμος			κόσμος	G28890	N	,,,,NMS,
3	6	τῆς			ὁ	G35880	EA	,,,GFS,
3	6	ἀδικίας		;	ἀδικία	G00930	N	,,,,GFS,
3	6	ἡ			ὁ	G35880	EA	,,,NFS,
3	6	γλῶσσα			γλῶσσα	G11000	N	,,,,NFS,
3	6	καθίσταται			καθίστημι	G25250	V	IPP3,,S,
3	6	ἐν			ἐν	G17220	P	,,,,D,,,
3	6	τοῖς			ὁ	G35880	EA	,,,DNP,
3	6	μέλεσιν			μέλος	G31960	N	,,,,DNP,
3	6	ἡμῶν		,	ἐγώ	G14730	RP	,,1G,P,
3	6	ἡ			ὁ	G35880	RD	,,,NFS,
3	6	σπιλοῦσα			σπιλόω	G46950	V	PPA,NFS,
3	6	ὅλον			ὅλος	G36500	EQ	,,,ANS,
3	6	τὸ			ὁ	G35880	EA	,,,ANS,
3	6	σῶμα		,	σῶμα	G49830	N	,,,,ANS,
3	6	καὶ			καί	G25320	CC	,,,,,,,
3	6	φλογίζουσα			φλογίζω	G53940	V	PPA,NFS,
3	6	τὸν			ὁ	G35880	EA	,,,AMS,
3	6	τροχὸν			τροχός	G51640	N	,,,,AMS,
3	6	τῆς			ὁ	G35880	EA	,,,GFS,
3	6	γενέσεως		,	γένεσις	G10780	N	,,,,GFS,
3	6	καὶ			καί	G25320	CC	,,,,,,,
3	6	φλογιζομένη			φλογίζω	G53940	V	PPP,NFS,
3	6	ὑπὸ			ὑπό	G52590	P	,,,,G,,,
3	6	τῆς			ὁ	G35880	EA	,,,GFS,
3	6	Γεέννης		.	Γέεννα	G10670	N	,,,,GFS,
3	7	πᾶσα			πᾶς	G39560	EQ	,,,NFS,
3	7	γὰρ			γάρ	G10630	CC	,,,,,,,
3	7	φύσις			φύσις	G54490	N	,,,,NFS,
3	7	θηρίων			θηρίον	G23420	N	,,,,GNP,
3	7	τε			τέ	G50370	DO	,,,,,,,
3	7	καὶ			καί	G25320	CO	,,,,,,,
3	7	πετεινῶν		,	πετεινόν	G40710	N	,,,,GNP,
3	7	ἑρπετῶν			ἑρπετόν	G20620	N	,,,,GNP,
3	7	τε			τέ	G50370	DO	,,,,,,,
3	7	καὶ			καί	G25320	CO	,,,,,,,
3	7	ἐναλίων		,	ἐνάλιος	G17240	NS	,,,GNP,
3	7	δαμάζεται			δαμάζω	G11500	V	IPP3,,S,
3	7	καὶ			καί	G25320	CC	,,,,,,,
3	7	δεδάμασται			δαμάζω	G11500	V	IEP3,,S,
3	7	τῇ			ὁ	G35880	EA	,,,DFS,
3	7	φύσει			φύσις	G54490	N	,,,,DFS,
3	7	τῇ			ὁ	G35880	EA	,,,DFS,
3	7	ἀνθρωπίνῃ		;	ἀνθρώπινος	G04420	AR	,,,DFS,
3	8	τὴν			ὁ	G35880	EA	,,,AFS,
3	8	δὲ			δέ	G11610	CC	,,,,,,,
3	8	γλῶσσαν			γλῶσσα	G11000	N	,,,,AFS,
3	8	οὐδεὶς			οὐδείς	G37620	RI	,,,NMS,
3	8	δαμάσαι			δαμάζω	G11500	V	NAA,,,,,
3	8	δύναται			δύναμαι	G14100	V	IPM3,,S,
3	8	ἀνθρώπων		,	ἄνθρωπος	G04440	N	,,,,GMP,
3	8	ἀκατάστατον			ἀκατάστατος	G01820	AA	,,,NNS,
3	8	κακόν		,	κακός	G25560	NS	,,,NNS,
3	8	μεστὴ			μεστός	G33240	NS	,,,NFS,
3	8	ἰοῦ			ἰός	G24470	N	,,,,GMS,
3	8	θανατηφόρου		.	θανατηφόρος	G22870	AA	,,,GMS,
3	9	ἐν			ἐν	G17220	P	,,,,D,,,
3	9	αὐτῇ			αὐτός	G08460	RP	,,3DFS,
3	9	εὐλογοῦμεν			εὐλογέω	G21270	V	IPA1,,P,
3	9	τὸν			ὁ	G35880	EP	,,,AMS,
3	9	Κύριον			κύριος	G29620	N	,,,,AMS,
3	9	καὶ			καί	G25320	CC	,,,,,,,
3	9	Πατέρα		,	πατήρ	G39620	N	,,,,AMS,
3	9	καὶ			καί	G25320	CC	,,,,,,,
3	9	ἐν			ἐν	G17220	P	,,,,D,,,
3	9	αὐτῇ			αὐτός	G08460	RP	,,3DFS,
3	9	καταρώμεθα			καταράομαι	G26720	V	IPM1,,P,
3	9	τοὺς			ὁ	G35880	EA	,,,AMP,
3	9	ἀνθρώπους		,	ἄνθρωπος	G04440	N	,,,,AMP,
3	9	τοὺς			ὁ	G35880	RD	,,,AMP,
3	9	καθ’			κατά	G25960	P	,,,,A,,,
3	9	ὁμοίωσιν			ὁμοίωσις	G36690	N	,,,,AFS,
3	9	Θεοῦ			θεός	G23160	N	,,,,GMS,
3	9	γεγονότας		.	γίνομαι	G10960	V	PEA,AMP,
3	10	ἐκ			ἐκ	G15370	P	,,,,G,,,
3	10	τοῦ			ὁ	G35880	EA	,,,GNS,
3	10	αὐτοῦ			αὐτός	G08460	EF	,,,GNS,
3	10	στόματος			στόμα	G47500	N	,,,,GNS,
3	10	ἐξέρχεται			ἐξέρχομαι	G18310	V	IPM3,,S,
3	10	εὐλογία			εὐλογία	G21290	N	,,,,NFS,
3	10	καὶ			καί	G25320	CC	,,,,,,,
3	10	κατάρα		.	κατάρα	G26710	N	,,,,NFS,
3	10	οὐ			οὐ	G37560	D	,,,,,,,,
3	10	χρή		,	χρεώ	G55340	V	IPA3,,S,
3	10	ἀδελφοί			ἀδελφός	G00800	N	,,,,VMP,
3	10	μου		,	ἐγώ	G14730	RP	,,1G,S,
3	10	ταῦτα			οὗτος	G37780	RD	,,,NNP,
3	10	οὕτως			οὕτως	G37790	D	,,,,,,,,
3	10	γίνεσθαι		.	γίνομαι	G10960	V	NPM,,,,,
3	11	μήτι			μήτι	G33850	T	,,,,,,,,
3	11	ἡ			ὁ	G35880	EA	,,,NFS,
3	11	πηγὴ			πηγή	G40770	N	,,,,NFS,
3	11	ἐκ			ἐκ	G15370	P	,,,,G,,,
3	11	τῆς			ὁ	G35880	EA	,,,GFS,
3	11	αὐτῆς			αὐτός	G08460	EF	,,,GFS,
3	11	ὀπῆς			ὀπή	G36920	N	,,,,GFS,
3	11	βρύει			βρύω	G10320	V	IPA3,,S,
3	11	τὸ			ὁ	G35880	EA	,,,ANS,
3	11	γλυκὺ			γλυκύς	G10990	NS	,,,ANS,
3	11	καὶ			καί	G25320	CC	,,,,,,,
3	11	τὸ			ὁ	G35880	EA	,,,ANS,
3	11	πικρόν		?	πικρός	G40890	NS	,,,ANS,
3	12	μὴ			μή	G33610	DO	,,,,,,,
3	12	δύναται		,	δύναμαι	G14100	V	IPM3,,S,
3	12	ἀδελφοί			ἀδελφός	G00800	N	,,,,VMP,
3	12	μου		,	ἐγώ	G14730	RP	,,1G,S,
3	12	συκῆ			συκῆ	G48080	N	,,,,NFS,
3	12	ἐλαίας			ἐλαία	G16360	N	,,,,AFP,
3	12	ποιῆσαι			ποιέω	G41600	V	NAA,,,,,
3	12	ἢ			ἤ	G22280	CO	,,,,,,,
3	12	ἄμπελος			ἄμπελος	G02880	N	,,,,NFS,
3	12	σῦκα		?	σῦκον	G48100	N	,,,,ANP,
3	12	οὔτε			οὔτε	G37770	CO	,,,,,,,
3	12	ἁλυκὸν			ἁλυκός	G02520	NS	,,,NNS,
3	12	γλυκὺ			γλυκύς	G10990	NS	,,,ANS,
3	12	ποιῆσαι			ποιέω	G41600	V	NAA,,,,,
3	12	ὕδωρ		.	ὕδωρ	G52040	N	,,,,ANS,
3	13	τίς			τίς	G51010	RT	,,,NMS,
3	13	σοφὸς			σοφός	G46800	NS	,,,NMS,
3	13	καὶ			καί	G25320	CC	,,,,,,,
3	13	ἐπιστήμων			ἐπιστήμων	G19900	NS	,,,NMS,
3	13	ἐν			ἐν	G17220	P	,,,,D,,,
3	13	ὑμῖν		?	σύ	G47710	RP	,,2D,P,
3	13	δειξάτω			δεικνύω	G11660	V	MAA3,,S,
3	13	ἐκ			ἐκ	G15370	P	,,,,G,,,
3	13	τῆς			ὁ	G35880	EP	,,,GFS,
3	13	καλῆς			καλός	G25700	AA	,,,GFS,
3	13	ἀναστροφῆς			ἀναστροφή	G03910	N	,,,,GFS,
3	13	τὰ			ὁ	G35880	EA	,,,ANP,
3	13	ἔργα			ἔργον	G20410	N	,,,,ANP,
3	13	αὐτοῦ			αὐτός	G08460	RP	,,3GMS,
3	13	ἐν			ἐν	G17220	P	,,,,D,,,
3	13	πραΰτητι			πραΰτης	G42400	N	,,,,DFS,
3	13	σοφίας		.	σοφία	G46780	N	,,,,GFS,
3	14	εἰ			εἰ	G14870	CS	,,,,,,,
3	14	δὲ			δέ	G11610	CC	,,,,,,,
3	14	ζῆλον			ζῆλος	G22050	N	,,,,AMS,
3	14	πικρὸν			πικρός	G40890	AA	,,,AMS,
3	14	ἔχετε		,	ἔχω	G21920	V	IPA2,,P,
3	14	καὶ			καί	G25320	CC	,,,,,,,
3	14	ἐριθείαν			ἐριθεία	G20520	N	,,,,AFS,
3	14	ἐν			ἐν	G17220	P	,,,,D,,,
3	14	τῇ			ὁ	G35880	EA	,,,DFS,
3	14	καρδίᾳ			καρδία	G25880	N	,,,,DFS,
3	14	ὑμῶν		,	σύ	G47710	RP	,,2G,P,
3	14	μὴ			μή	G33610	D	,,,,,,,,
3	14	κατακαυχᾶσθε			κατακαυχάομαι	G26200	V	MPM2,,P,
3	14	καὶ			καί	G25320	CC	,,,,,,,
3	14	ψεύδεσθε			ψεύδομαι	G55740	V	MPM2,,P,
3	14	κατὰ			κατά	G25960	P	,,,,G,,,
3	14	τῆς			ὁ	G35880	EA	,,,GFS,
3	14	ἀληθείας		.	ἀλήθεια	G02250	N	,,,,GFS,
3	15	οὐκ			οὐ	G37560	DO	,,,,,,,
3	15	ἔστιν			εἰμί	G15100	V	IPA3,,S,
3	15	αὕτη			οὗτος	G37780	ED	,,,NFS,
3	15	ἡ			ὁ	G35880	EA	,,,NFS,
3	15	σοφία			σοφία	G46780	N	,,,,NFS,
3	15	ἄνωθεν			ἄνωθεν	G05090	D	,,,,,,,,
3	15	κατερχομένη		,	κατέρχομαι	G27180	V	PPM,NFS,
3	15	ἀλλὰ			ἀλλά	G02350	CO	,,,,,,,
3	15	ἐπίγειος		,	ἐπίγειος	G19190	NS	,,,NFS,
3	15	ψυχική		,	ψυχικός	G55910	NS	,,,NFS,
3	15	δαιμονιώδης		.	δαιμονιώδης	G11410	NS	,,,NFS,
3	16	ὅπου			ὅπου	G36990	CS	,,,,,,,
3	16	γὰρ			γάρ	G10630	CC	,,,,,,,
3	16	ζῆλος			ζῆλος	G22050	N	,,,,NMS,
3	16	καὶ			καί	G25320	CC	,,,,,,,
3	16	ἐριθεία		,	ἐριθεία	G20520	N	,,,,NFS,
3	16	ἐκεῖ			ἐκεῖ	G15630	D	,,,,,,,,
3	16	ἀκαταστασία			ἀκαταστασία	G01810	N	,,,,NFS,
3	16	καὶ			καί	G25320	CC	,,,,,,,
3	16	πᾶν			πᾶς	G39560	EQ	,,,NNS,
3	16	φαῦλον			φαῦλος	G53370	AA	,,,NNS,
3	16	πρᾶγμα		.	πρᾶγμα	G42290	N	,,,,NNS,
3	17	ἡ			ὁ	G35880	EA	,,,NFS,
3	17	δὲ			δέ	G11610	CC	,,,,,,,
3	17	ἄνωθεν			ἄνωθεν	G05090	D	,,,,,,,,
3	17	σοφία		,	σοφία	G46780	N	,,,,NFS,
3	17	πρῶτον			πρῶτον	G44120	D	,,,,,,,S
3	17	μὲν			μέν	G33030	D	,,,,,,,,
3	17	ἁγνή			ἁγνός	G00530	NP	,,,NFS,
3	17	ἐστιν		,	εἰμί	G15100	V	IPA3,,S,
3	17	ἔπειτα			ἔπειτα	G18990	D	,,,,,,,,
3	17	εἰρηνική		,	εἰρηνικός	G15160	NS	,,,NFS,
3	17	ἐπιεικής		,	ἐπιεικής	G19330	NS	,,,NFS,
3	17	εὐπειθής		,	εὐπειθής	G21380	NS	,,,NFS,
3	17	μεστὴ			μεστός	G33240	NS	,,,NFS,
3	17	ἐλέους			ἔλεος	G16560	N	,,,,GNS,
3	17	καὶ			καί	G25320	CC	,,,,,,,
3	17	καρπῶν			καρπός	G25900	N	,,,,GMP,
3	17	ἀγαθῶν		,	ἀγαθός	G00180	AA	,,,GMP,
3	17	ἀδιάκριτος		,	ἀδιάκριτος	G00870	NS	,,,NFS,
3	17	ἀνυπόκριτος		.	ἀνυπόκριτος	G05050	NS	,,,NFS,
3	18	καρπὸς			καρπός	G25900	N	,,,,NMS,
3	18	δὲ			δέ	G11610	CC	,,,,,,,
3	18	δικαιοσύνης			δικαιοσύνη	G13430	N	,,,,GFS,
3	18	ἐν			ἐν	G17220	P	,,,,D,,,
3	18	εἰρήνῃ			εἰρήνη	G15150	N	,,,,DFS,
3	18	σπείρεται		,	σπείρω	G46870	V	IPP3,,S,
3	18	τοῖς			ὁ	G35880	RD	,,,DMP,
3	18	ποιοῦσιν			ποιέω	G41600	V	PPA,DMP,
3	18	εἰρήνην		.	εἰρήνη	G15150	N	,,,,AFS,
4	1	πόθεν			πόθεν	G41590	D	,,,,,,,,
4	1	πόλεμοι			πόλεμος	G41710	N	,,,,NMP,
4	1	καὶ			καί	G25320	CC	,,,,,,,
4	1	πόθεν			πόθεν	G41590	D	,,,,,,,,
4	1	μάχαι			μάχη	G31630	N	,,,,NFP,
4	1	ἐν			ἐν	G17220	P	,,,,D,,,
4	1	ὑμῖν		?	σύ	G47710	RP	,,2D,P,
4	1	οὐκ			οὐ	G37560	T	,,,,,,,,
4	1	ἐντεῦθεν			ἐντεῦθεν	G17820	D	,,,,,,,,
4	1	ἐκ			ἐκ	G15370	P	,,,,G,,,
4	1	τῶν			ὁ	G35880	EA	,,,GFP,
4	1	ἡδονῶν			ἡδονή	G22370	N	,,,,GFP,
4	1	ὑμῶν		,	σύ	G47710	RP	,,2G,P,
4	1	τῶν			ὁ	G35880	RD	,,,GFP,
4	1	στρατευομένων			στρατεύω	G47540	V	PPM,GFP,
4	1	ἐν			ἐν	G17220	P	,,,,D,,,
4	1	τοῖς			ὁ	G35880	EA	,,,DNP,
4	1	μέλεσιν			μέλος	G31960	N	,,,,DNP,
4	1	ὑμῶν		?	σύ	G47710	RP	,,2G,P,
4	2	ἐπιθυμεῖτε			ἐπιθυμέω	G19370	V	IPA2,,P,
4	2	καὶ			καί	G25320	CC	,,,,,,,
4	2	οὐκ			οὐ	G37560	D	,,,,,,,,
4	2	ἔχετε		;	ἔχω	G21920	V	IPA2,,P,
4	2	φονεύετε			φονεύω	G54070	V	IPA2,,P,
4	2	καὶ			καί	G25320	CC	,,,,,,,
4	2	ζηλοῦτε		,	ζηλόω	G22060	V	IPA2,,P,
4	2	καὶ			καί	G25320	CC	,,,,,,,
4	2	οὐ			οὐ	G37560	D	,,,,,,,,
4	2	δύνασθε			δύναμαι	G14100	V	IPM2,,P,
4	2	ἐπιτυχεῖν		;	ἐπιτυγχάνω	G20130	V	NAA,,,,,
4	2	μάχεσθε			μάχομαι	G31640	V	IPM2,,P,
4	2	καὶ			καί	G25320	CC	,,,,,,,
4	2	πολεμεῖτε		;	πολεμέω	G41700	V	IPA2,,P,
4	2	οὐκ			οὐ	G37560	D	,,,,,,,,
4	2	ἔχετε		,	ἔχω	G21920	V	IPA2,,P,
4	2	διὰ			διά	G12230	P	,,,,A,,,
4	2	τὸ			ὁ	G35880	RD	,,,ANS,
4	2	μὴ			μή	G33610	D	,,,,,,,,
4	2	αἰτεῖσθαι			αἰτέω	G01540	V	NPM,,,,,
4	2	ὑμᾶς		;	σύ	G47710	RP	,,2A,P,
4	3	αἰτεῖτε			αἰτέω	G01540	V	IPA2,,P,
4	3	καὶ			καί	G25320	CC	,,,,,,,
4	3	οὐ			οὐ	G37560	D	,,,,,,,,
4	3	λαμβάνετε		,	λαμβάνω	G29830	V	IPA2,,P,
4	3	διότι			διότι	G13600	CS	,,,,,,,
4	3	κακῶς			κακῶς	G25600	D	,,,,,,,,
4	3	αἰτεῖσθε		,	αἰτέω	G01540	V	IPM2,,P,
4	3	ἵνα			ἵνα	G24430	CS	,,,,,,,
4	3	ἐν			ἐν	G17220	P	,,,,D,,,
4	3	ταῖς			ὁ	G35880	EA	,,,DFP,
4	3	ἡδοναῖς			ἡδονή	G22370	N	,,,,DFP,
4	3	ὑμῶν			σύ	G47710	RP	,,2G,P,
4	3	δαπανήσητε		.	δαπανάω	G11590	V	SAA2,,P,
4	4	μοιχαλίδες		!	μοιχαλίς	G34280	N	,,,,VFP,
4	4	οὐκ			οὐ	G37560	T	,,,,,,,,
4	4	οἴδατε			οἶδα	G14920	V	IEA2,,P,
4	4	ὅτι			ὅτι	G37540	CS	,,,,,,,
4	4	ἡ			ὁ	G35880	EA	,,,NFS,
4	4	φιλία			φιλία	G53730	N	,,,,NFS,
4	4	τοῦ			ὁ	G35880	EA	,,,GMS,
4	4	κόσμου		,	κόσμος	G28890	N	,,,,GMS,
4	4	ἔχθρα			ἔχθρα	G21890	N	,,,,NFS,
4	4	τοῦ			ὁ	G35880	EA	,,,GMS,
4	4	Θεοῦ			θεός	G23160	N	,,,,GMS,
4	4	ἐστιν		?	εἰμί	G15100	V	IPA3,,S,
4	4	ὃς			ὅς	G37390	RR	,,,NMS,
4	4	ἐὰν			ἐάν	G14370	T	,,,,,,,,
4	4	οὖν			οὖν	G37670	CC	,,,,,,,
4	4	βουληθῇ			βούλομαι	G10140	V	SAP3,,S,
4	4	φίλος			φίλος	G53840	NS	,,,NMS,
4	4	εἶναι			εἰμί	G15100	V	NPA,,,,,
4	4	τοῦ			ὁ	G35880	EA	,,,GMS,
4	4	κόσμου		,	κόσμος	G28890	N	,,,,GMS,
4	4	ἐχθρὸς			ἐχθρός	G21900	NS	,,,NMS,
4	4	τοῦ			ὁ	G35880	EA	,,,GMS,
4	4	Θεοῦ			θεός	G23160	N	,,,,GMS,
4	4	καθίσταται		.	καθίστημι	G25250	V	IPP3,,S,
4	5	ἢ			ἤ	G22280	CC	,,,,,,,
4	5	δοκεῖτε			δοκέω	G13800	V	IPA2,,P,
4	5	ὅτι			ὅτι	G37540	CS	,,,,,,,
4	5	κενῶς			κενῶς	G27610	D	,,,,,,,,
4	5	ἡ			ὁ	G35880	EA	,,,NFS,
4	5	Γραφὴ			γραφή	G11240	N	,,,,NFS,
4	5	λέγει		,	λέγω	G30040	V	IPA3,,S,
4	5	πρὸς			πρός	G43140	P	,,,,A,,,
4	5	φθόνον			φθόνος	G53550	N	,,,,AMS,
4	5	ἐπιποθεῖ			ἐπιποθέω	G19710	V	IPA3,,S,
4	5	τὸ			ὁ	G35880	EA	,,,NNS,
4	5	Πνεῦμα			πνεῦμα	G41510	N	,,,,NNS,
4	5	ὃ			ὅς	G37390	RR	,,,NNS,
4	5	κατῴκισεν			κατοικίζω	G27335	V	IAA3,,S,
4	5	ἐν			ἐν	G17220	P	,,,,D,,,
4	5	ἡμῖν		?	ἐγώ	G14730	RP	,,1D,P,
4	6	μείζονα			μείζων	G31870	NS	,,,AFSC
4	6	δὲ			δέ	G11610	CC	,,,,,,,
4	6	δίδωσιν			δίδωμι	G13250	V	IPA3,,S,
4	6	χάριν		.	χάρις	G54850	N	,,,,AFS,
4	6	διὸ			διό	G13520	CC	,,,,,,,
4	6	λέγει		,	λέγω	G30040	V	IPA3,,S,
4	6	ὁ			ὁ	G35880	EA	,,,NMS,
4	6	Θεὸς			θεός	G23160	N	,,,,NMS,
4	6	ὑπερηφάνοις			ὑπερήφανος	G52440	NS	,,,DMP,
4	6	ἀντιτάσσεται		,	ἀντιτάσσω	G04980	V	IPM3,,S,
4	6	ταπεινοῖς			ταπεινός	G50110	NS	,,,DMP,
4	6	δὲ			δέ	G11610	CC	,,,,,,,
4	6	δίδωσιν			δίδωμι	G13250	V	IPA3,,S,
4	6	χάριν		.	χάρις	G54850	N	,,,,AFS,
4	7	ὑποτάγητε			ὑποτάσσω	G52930	V	MAP2,,P,
4	7	οὖν			οὖν	G37670	CC	,,,,,,,
4	7	τῷ			ὁ	G35880	EA	,,,DMS,
4	7	Θεῷ		.	θεός	G23160	N	,,,,DMS,
4	7	ἀντίστητε			ἀνθίστημι	G04360	V	MAA2,,P,
4	7	δὲ			δέ	G11610	CC	,,,,,,,
4	7	τῷ			ὁ	G35880	EA	,,,DMS,
4	7	διαβόλῳ		,	διάβολος	G12280	NS	,,,DMS,
4	7	καὶ			καί	G25320	CC	,,,,,,,
4	7	φεύξεται			φεύγω	G53430	V	IFM3,,S,
4	7	ἀφ’			ἀπό	G05750	P	,,,,G,,,
4	7	ὑμῶν		.	σύ	G47710	RP	,,2G,P,
4	8	ἐγγίσατε			ἐγγίζω	G14480	V	MAA2,,P,
4	8	τῷ			ὁ	G35880	EA	,,,DMS,
4	8	Θεῷ		,	θεός	G23160	N	,,,,DMS,
4	8	καὶ			καί	G25320	CC	,,,,,,,
4	8	ἐγγιεῖ			ἐγγίζω	G14480	V	IFA3,,S,
4	8	ὑμῖν		.	σύ	G47710	RP	,,2D,P,
4	8	καθαρίσατε			καθαρίζω	G25110	V	MAA2,,P,
4	8	χεῖρας		,	χείρ	G54950	N	,,,,AFP,
4	8	ἁμαρτωλοί		,	ἁμαρτωλός	G02680	NS	,,,VMP,
4	8	καὶ			καί	G25320	CC	,,,,,,,
4	8	ἁγνίσατε			ἁγνίζω	G00480	V	MAA2,,P,
4	8	καρδίας		,	καρδία	G25880	N	,,,,AFP,
4	8	δίψυχοι		.	δίψυχος	G13740	NS	,,,VMP,
4	9	ταλαιπωρήσατε		,	ταλαιπωρέω	G50030	V	MAA2,,P,
4	9	καὶ			καί	G25320	CC	,,,,,,,
4	9	πενθήσατε		,	πενθέω	G39960	V	MAA2,,P,
4	9	καὶ			καί	G25320	CC	,,,,,,,
4	9	κλαύσατε		.	κλαίω	G27990	V	MAA2,,P,
4	9	ὁ			ὁ	G35880	EA	,,,NMS,
4	9	γέλως			γέλως	G10710	N	,,,,NMS,
4	9	ὑμῶν			σύ	G47710	RP	,,2G,P,
4	9	εἰς			εἰς	G15190	P	,,,,A,,,
4	9	πένθος			πένθος	G39970	N	,,,,ANS,
4	9	μετατραπήτω		,	μετατρέπω	G33463	V	MAP3,,S,
4	9	καὶ			καί	G25320	CC	,,,,,,,
4	9	ἡ			ὁ	G35880	EP	,,,NFS,
4	9	χαρὰ			χαρά	G54790	N	,,,,NFS,
4	9	εἰς			εἰς	G15190	P	,,,,A,,,
4	9	κατήφειαν		.	κατήφεια	G27260	N	,,,,AFS,
4	10	ταπεινώθητε			ταπεινόω	G50130	V	MAP2,,P,
4	10	ἐνώπιον			ἐνώπιον	G17990	PI	,,,G,,,
4	10	Κυρίου		,	κύριος	G29620	N	,,,,GMS,
4	10	καὶ			καί	G25320	CC	,,,,,,,
4	10	ὑψώσει			ὑψόω	G53120	V	IFA3,,S,
4	10	ὑμᾶς		.	σύ	G47710	RP	,,2A,P,
4	11	μὴ			μή	G33610	D	,,,,,,,,
4	11	καταλαλεῖτε			καταλαλέω	G26350	V	MPA2,,P,
4	11	ἀλλήλων		,	ἀλλήλων	G02400	RC	,,,GMP,
4	11	ἀδελφοί		.	ἀδελφός	G00800	N	,,,,VMP,
4	11	ὁ			ὁ	G35880	RD	,,,NMS,
4	11	καταλαλῶν			καταλαλέω	G26350	V	PPA,NMS,
4	11	ἀδελφοῦ			ἀδελφός	G00800	N	,,,,GMS,
4	11	ἢ			ἤ	G22280	CC	,,,,,,,
4	11	κρίνων			κρίνω	G29190	V	PPA,NMS,
4	11	τὸν			ὁ	G35880	EA	,,,AMS,
4	11	ἀδελφὸν			ἀδελφός	G00800	N	,,,,AMS,
4	11	αὐτοῦ		,	αὐτός	G08460	RP	,,3GMS,
4	11	καταλαλεῖ			καταλαλέω	G26350	V	IPA3,,S,
4	11	νόμου			νόμος	G35510	N	,,,,GMS,
4	11	καὶ			καί	G25320	CC	,,,,,,,
4	11	κρίνει			κρίνω	G29190	V	IPA3,,S,
4	11	νόμον		.	νόμος	G35510	N	,,,,AMS,
4	11	εἰ			εἰ	G14870	CS	,,,,,,,
4	11	δὲ			δέ	G11610	CC	,,,,,,,
4	11	νόμον			νόμος	G35510	N	,,,,AMS,
